50|Tête à Tête|Germany|nan|STREET|info@tete-a-tete.de|nan|||1|nan|Juni||||UNKNOWN|https://www.tete-a-tete.de/de/festival/info/
51|Zirkart Festival|Germany|nan|STREET|info@zirkart.de|nan|||1|nan|september||||UNKNOWN|http://zirkart.de/
52|Larupina|Hamburg|nan|STREET|info@lurupina.de|nan|||1|nan|nan||||UNKNOWN|https://lurupina.de
53|Composé festival|Jena|nan|STREET|mail@compose-festival.de|nan|||1|nan|September||||UNKNOWN|https://www.compose-festival.de/
54|Villach Festival|Austria|Villach|STREET|stadtmarketing@villach.at||2025-07-01|2025-07-05|1||early July|The Villach Street Art Festival transforms the city center into a vibrant stage for approximately 100 international street artists from ten different nations. Attendees can expect a diverse program featuring jugglers, mimes, acrobats, musicians, comedians, and fire-eaters who perform as dusk settles. Performances will be held in various central locations, including Hauptplatz, Rathausplatz, and Kirchenplatz. The festival is free to attend, and artists typically rely on donations from the audience.|||EMAIL|https://villach.at/stadt-erleben/kultur/strassenkunstfestival
55|Circus Dance Festival|Köln|nan|STREET|malte@overhead-project.de|nan|||1|Malte Garrecht|nan||||UNKNOWN|https://www.circus-dance-festival.de/
56|Circustage Kufstein|Kufstein|nan|STREET|schobesberger@circustage.at|nan|||0|nan|Januar||||UNKNOWN|https://www.circustage.at/
57|At.Tension|Lärz|nan|STREET|theater@ kulturkosmos.de|nan|||1|nan|nan||||UNKNOWN|http://www.attension-festival.de/2019/de/kontakt.php
58|Cirkl|Leuwen|nan|STREET|info@cirklabo.be|nan|||0|nan|Mai||||UNKNOWN|https://www.cirklcircus.be/en/home
59|Olala Lienz|Austria|Lienz|STREET|info@ummigummi.at|Theresa And Elisa Mutschlechner|2025-07-22|2025-07-26|1|hans mutschlechner|late July|An international street theater and circus festival held annually in Lienz, Austria. The festival features street art, acrobatics, comedy, juggling, interactive productions, music, and colorful walking acts. The 2025 edition includes a metaphysical circus performance and the Olala midday parade on Saturday.|||EMAIL|http://www.olala.at/ueber-olala/
60|Linzer Pflasterspektakel|Austria|Linz|CIRCUS|pflasterspektakel@linz.at||2025-07-17|2025-07-19|0||mid July|The Linzer Pflasterspektakel is an international street art festival featuring acrobatics, juggling, dance, comedy, clowning, pantomime, magic, figure and object theatre, high-wire and fire artistry, and music. Approximately 108 international artists and companies from 34 countries perform around 800 shows across 40 venues in the city center. Special features include the Kaleidoskop-Revue and musical nightlines in city center pubs, as well as a Children's Spectacle with expanded activities in the Donaupark.|||EMAIL|https://pflasterspektakel.at/de/
61|Ana Desetnica - International Street Art Festival|Ljubljana|nan|STREET|goro.anamonro@gmail.com|nan|||0|nan|nan||||UNKNOWN|https://www.anamonro.si/en/pillar/ana-desetnica/
62|Floating Castle Festival|Ljubljana|nan|STREET|kuralt.vesna@gmail.com floatingcastle.programme@gmail.com|nan|||1|nan|nan||||UNKNOWN|https://www.floatingcastle.si/sl/floating/2021/home
63|Flying Carpet Festival|Mardin|nan|STREET|sahbakia@sirkhane.org|nan|||1|nan|nan||||UNKNOWN|https://www.flyingcarpetfestival.org/
64|Maribor Theater Festival|Maribor|nan|STREET|dasa.sprincnik@borstnikovo.si|nan|||1|nan|nan||||UNKNOWN|https://www.borstnikovo.si/en/
65|Circo Circolo|Nederlande|nan|STREET|Stephan@festivalcircolo.nl|nan|||1|nan|nan||||UNKNOWN|https://www.festivalcircolo.nl/
66|Boulevard Theaterfestival|Niederlande|nan|STREET|tessa@festivalboulevard.nl|nan|||1|nan|nan||||UNKNOWN|https://www.festivalboulevard.nl/
67|Circus Festival Breda|Niederlande|nan|STREET|info@circusfestivalbreda.nl|nan|||1|Maryon Keldermans|nan||||UNKNOWN|https://circusfestivalbreda.nl/
68|Cirque Mania Festival|Niederlande|nan|STREET|info@korzo.nl|nan|||1|nan|nan||||UNKNOWN|https://korzo.nl/en/themes/cirque-mania/
69|Deventer Op Stelten|Niederlande|nan|STREET|pers@eventsdeventer.nl|nan|||1|nan|nan||||UNKNOWN|https://www.deventeropstelten.nl/
70|Oerol|Niederlande|nan|STREET|programma@oerol.nl Wendy Moonen|nan|||1|nan|nan||||UNKNOWN|https://www.holland.com/de/tourist/aktivitaten/veranstaltungen/oerolfestival-8.htm
71|Reuring|Niederlande|nan|STREET|programmering@reuring.com|nan|||1|Adriaan Bruin|Juli||||UNKNOWN|https://www.reuring.com/
72|Spoffin|Niederlande|nan|STREET|festival@spoffin.nl|nan|||1|January until 28 February 2024|August||||UNKNOWN|https://spoffin.eu/
73|Paderborn Festival|nan|nan|STREET|nan|nan|||1|nan|nan||||UNKNOWN|nan
74|Paderborn Messe|Paderborn|nan|STREET|info@performance-paderborn.de|nan|||0|nan|Kein Festival sondern Messe||||UNKNOWN|https://www.paderborn.de/microsite/performance/
75|Podersdorf|Podersdorf|nan|STREET|Zeitwanderer Application|nan|||0|nan|nan||||UNKNOWN|Zeitwanderer.at
76|International Mime Art Festival|Poland|nan|STREET|mimefestival@mimowie.pl|nan|||1|mime|October||||UNKNOWN|mimefestival.pl
77|Carnaval Sztuk-Mistrzów|Polen|nan|STREET|info@sztukmistrze.eu / marta.kuczynska@sztukmistrze.eu|nan|||1|Rafał Sadownik
Iwona Kornet Marta Kuczyńska|nan||||UNKNOWN|https://sztukmistrze.eu/
78|Cirkulaje|Polen|nan|STREET|kontakt@sztukmistrze.pl|nan|||0|nan|Newyear||||UNKNOWN|www.sztukmistrze.pl/cyrkulacje?fbclid=IwAR2Zme4eYPTN4B6gNZ_GXA5NUtScw0l7s1V270BQbIgKrS1q68IM21psK2E
79|Malta Festival Poznań|Polen|nan|STREET|office@malta-festival.pl|nan|||1|nan|nan||||UNKNOWN|https://malta-festival.pl/en
80|OFCA Festival|Polen|nan|STREET|biuro@festiwalofca.pl|nan|||1|nan|nan||||UNKNOWN|https://festiwalofca.pl/en/
81|Cirkopolis|Prag|nan|STREET|adela@cirqueon.cz|nan|||0|Adéla Brabcová|February||||UNKNOWN|https://www.cirkopolis.cz/
82|Ruhrfestspiele|Recklinghausen|nan|STREET|info@ruhrfestspiele.de|nan|||1|nan|nan||||UNKNOWN|https://www.ruhrfestspiele.de/
83|Kulturpflaster|Regensburg|nan|STREET|kontakt@mischkultur.org|nan|||1|nan|nan||||UNKNOWN|https://www.mischkultur.org/
84|Circusstad|Netherlands|Rotterdam|CIRCUS|menno@circusstad.nl||2025-04-30|2025-05-04|0||late April–early May|Circusstad Rotterdam 2025 is a vibrant hub of contemporary circus arts featuring five days of spectacular performances, workshops, and interactive experiences. The festival blends traditional circus elements with modern artistic expressions like dance, theater, and music. Highlights include international acts, outdoor performances, and inclusive projects like 'Buitengewoon.' The festival takes place at various locations across Rotterdam, including Schouwburgplein, Theater Rotterdam, and the old Luxor Theater.|||EMAIL|https://circusstad.nl/
85|Sibiu International Theater Festival|Roumänien|nan|STREET|Vicențiu Rahău vicentiu.rahau@sibfest.ro|nan|||1|nan|nan||||UNKNOWN|https://www.sibfest.ro
86|behind the door|Czech|nan|STREET|nan|nan|||1|nan|nan||||UNKNOWN|https://zadvermi.cz/en/kontakt/
87|Divadlo Festival|Czech|nan|STREET|nan|nan|||1|nan|nan||||UNKNOWN|https://festivaldivadlo.cz/en
88|Cirqu'Arau|Switzerland|Aarau|STREET|olgiati@cirquaarau.ch|Laura Olgiati|||1|Laura Olgiati|mid June|The Cirqu'Arau festival in Switzerland focuses on contemporary circus arts, featuring a variety of performances from small experimental forms to family shows. It takes place in various venues in Aarau, including the Alte Reithalle, museums, and tents.|||UNKNOWN|https://www.cirquaarau.ch
89|MimeFest|Czech|nan|STREET|nan|nan|||1|nan|nan||||UNKNOWN|https://mimefest.cz/en/contacts/
90|Komediani Vulicic|Czech|nan|STREET|komediantivulicich@gmail.com|nan|||1|nan|nan||||UNKNOWN|http://komediantivulicich.cz/
91|Theater Spektakel Zürich|Schweiz|nan|STREET|contact@theaterspektakel.ch|nan|||1|nan|nan||||UNKNOWN|https://www.theaterspektakel.ch/programmarchiv
92|Storytelling Festival|Steiermark|nan|STREET|office@storytellingfestival.at|nan|||1|nan|nan||||UNKNOWN|www.storytellingfestival.at/festivalkontakt/team/
93|La Bâtie-Festival|Swiss|nan|STREET|contact@batie.ch|nan|||1|Claude Ratzé|nan||||UNKNOWN|https://www.batie.ch/
94|KoressponDance|tschechen|nan|STREET|eva.dryjova@se-s-ta.cz|nan|||0|Eva Dryjová|nan||||UNKNOWN|https://www.korespondance.cz/en/
95|Letni Letna|Tschechen|nan|STREET|anna.vondrackova@letniletna.cz|nan|||1|Anna Vondráčková|nan||||UNKNOWN|https://en.letniletna.cz/en/international-festival-of-contemporary-circus-and-theater-letni-letna/
96|Roztocfest|Tscheichen|nan|STREET|info@roztocfest.com|nan|||1|nan|nan||||UNKNOWN|https://roztocfest.com/
97|Internationales Kleinkunstfestival|Usedom|nan|STREET|info@kleinkunst-festival.com|nan|||1|nan|nan||||UNKNOWN|https://www.kleinkunst-festival.com/infos/
98|Artists De Rue|Switzerland|Vevey|STREET|contact@artistesderue.ch||||1|nan|mid August|The 31st International Festival of Street Artists in Vevey, Switzerland, featuring jugglers, mimes, actors, acrobats, fire-eaters, and clowns from around the world. Performances are held in the Old Town of Vevey, including the Place Scanavin, with a competition for the 'Pavé d'or' prize.|||UNKNOWN|https://artistesderue.ch/
99|On the Edge|Wien|nan|STREET|info@ontheedge.at|nan|||0|nan|November||||UNKNOWN|https://www.ontheedge.at/festivalprogramm
100|Wiener Neustadt Straßenfestival|Wien|nan|STREET|backstage@zeitenwanderer.at|nan|||1|nan|nan||||UNKNOWN|https://www.strassenkunstfestival.at/
101|Theaterspektakel Zürich|Switzerland|Zürich|THEATRE|presse@theaterspektakel.ch|Heike Dürscheid|2025-08-14|2025-08-31|0||mid to late August|An international theater festival held at the Landiwiese by Lake Zurich, transforming the area into a unique setting for performance and theater.|||EMAIL|https://www.theaterspektakel.ch/service/kontakt
102|Straatkunstenfestival Del Mundo|Belgium|Liège|STREET|evenementen@maasmechelen.be||2025-05-24|2025-05-24|0||late May|An event focused on art, culture, and history, featuring live concerts, a fashion show, a gastronomic market, and a cocktail bar.|||EMAIL|https://www.facebook.com/straatkunstenfestivaldelmundo?fref=ts
103|Straßenkünstlerfestival in Scharbeutz|Deutschaland|nan|STREET|info@luebecker-bucht-ostsee.de|nan|||0|nan|03-08.08||||UNKNOWN|https://www.luebecker-bucht-ostsee.de/jahreshighlights
104|Pinneberger Kleinkunstfestival|online|nan|STREET|info@stadtmarketing-pinneberg.info|nan|||0|CHRISTMAS|nan||||UNKNOWN|https://www.stadtmarketing-pinneberg.info/
105|Gauklerfestung Koblenz|Germany|nan|STREET|gaukler@cafehahn.de|nan|||1|nan|nan||||UNKNOWN|https://gauklerfestung.de/programm-samstag/
106|Kulturufer Friedrichshafen|Germany|nan|STREET|kulturbuero@friedrichshafen.de|nan|||1|online application|nan||||UNKNOWN|https://kulturufer.de/
107|Kultur auf der Straße Ulm|Germany|nan|STREET|Onlineformular|nan|||1|nan|nan||||UNKNOWN|https://www.neu-ulm-strassenkultur.de/
108|Buskers Bus|Polen|nan|STREET|Ab Januar hier: https://www.buskerbus.com/apply/|nan|||0|nan|nan||||UNKNOWN|https://www.buskerbus.com/
109|Kavc|Slovenia|nan|STREET|nan|nan|||1|nan|nan||||UNKNOWN|nan
110|Floating Castle Festival|Slovenia|nan|STREET|nan|nan|||0|nan|nan||||UNKNOWN|nan
111|Cirkul'Art Festival|Slovakei|nan|STREET|katarina.pokorna@cirkulart.sk|nan|||0|Katarína Pokorná|nan||||UNKNOWN|https://cirkulart.sk/de/
112|Cirkulum Festival|Tschechien|nan|STREET|produkce@cirkulum.cz  cirkulum@cirkulum.cz|nan|||0|nan|nan||||UNKNOWN|https://www.cirkulum.cz/en/
113|ULICA FESTIVAL KRAKOW|Polen|nan|STREET|sekretariat@teatrkto.pl|nan|||1|nan|nan||||UNKNOWN|https://teatrkto.pl/35-street-theatre-festival-2022/
114|FESTIWAL DWOCH JEZEIOR|Polen|nan|STREET|info@wckwalcz.pl|nan|||0|nan|nan||||UNKNOWN|https://www.festiwaldwochjezior.pl/index.php
115|OFCA Festival|Polen|nan|STREET|nan|nan|||1|nan|nan||||UNKNOWN|https://festiwalofca.pl/en/strona-glowna/
116|sztukauliczna|Polen|nan|STREET|sztukauliczna.festiwale@gmail.com|nan|||1|nan|nan||||UNKNOWN|https://sztukaulicy.pl/
117|Aichtal Juggling con|Deutchland|nan|STREET|orga-team@jonglieren-in-aichtal.de|nan|||0|nan|nan||||UNKNOWN|www.jonglieren-in-aichtal.de
118|Berlin juggling Conv|nan|nan|STREET|gala@circulum.de|nan|||0|nan|nan||||UNKNOWN|https://circulum.de/convention/23/en/english/
119|Bremen juggling con|nan|nan|STREET|bremenjonglagecon@yahoo.de|nan|||0|nan|nan||||UNKNOWN|https://bremen-jongliert.de/
120|Freiburg juggling con|nan|nan|STREET|info[ät]jonglieren-in-freiburg.de|nan|||0|nan|nan||||UNKNOWN|jonglieren-in-freiburg.de
121|Drop am See|nan|nan|STREET|orga@drop-am-see.de|nan|||0|nan|nan||||UNKNOWN|drop-am-see.de
122|Fuori asse|Italien|nan|STREET|segreteria@quattrox4.com|nan|||1|nan|nan||||UNKNOWN|https://www.quattrox4.com/en/fuori-asse-festival-2023/
